Candidate ID,Father Name as per affidavit,Age,Self Profession,Spouse Profession,Criminal Cases Count,Education Category,Education Details,Self Occupation,Self Source of Income,Spouse Source of Income,Movable Assets (Self),Movable Assets (Spouse),Movable Assets (Total),Immovable Assets (Self),Immovable Assets (Spouse),Immovable Assets (Total),Total Assets,Liabilities (Self),Liabilities (Spouse),Total Liabilities,Criminal Case Details
130,Gouthu Syam Sunder Sivaji,51,Running A Petrol Bank,Constuction Business,3,Post Graduate,"Master In  Business Administration , Marketing , Andhra University , Pydah P G Studies, 1996;             		 Details of PAN and status of Income Tax return",Running A Petrol Bank,Business,Business,"3,70,48,360.30","16,35,17,134.94","20,89,24,343.89","12,96,57,050","9,24,22,000","22,61,67,050","43,50,91,395","11,86,91,256.15","61,69,48,192.58",,"2 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Forgery of record of court or of public register, etc. (IPC Section-466)1 charges related to Having possession of document described in Section 466 or 467, knowing it to be forged and intending to use it as genuine (IPC Section-474) 2 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 1 charges related to Punishment for criminal trespass (IPC Section-447) 1 charges related to Using as genuine a forged document or electronic record (IPC Section-471) 1 charges related to Forgery for purpose of harming reputation (IPC Section-469) 1 charges related to Punishment for forgery (IPC Section-465) 1 charges related to Making a false document (IPC Section-464) 1 charges related to Punishment for wrongful restraint (IPC Section-341) 1 charges related to Punishment for voluntarily causing hurt (IPC Section-323) 1 charges related to Punishment for assault "
20,Ramaiah,47,"Director, Yugi  Infrastructure Pvt Ltd.","House Wife , Director, Yugi  Infrastructure Pvt Ltd.",10,Post Graduate,"Master of Information Technology from University of Ballarat Sydney , Australia in 2006;             		 Details of PAN and status of Income Tax return","Director, Yugi  Infrastructure Pvt Ltd.",Business,Business,"93,16,610.30","21,52,697","1,29,93,627.30","67,00,000",,"67,00,000","1,96,93,627","4,06,071.28","25,81,147",,5 charges related to Punishment for wrongful restraint (IPC Section-341) 4 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 4 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 3 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 2 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 1 charges related to Attempt to commit suicide (IPC Section-309) 1 charges related to Punishment of criminal conspiracy (IPC Section-120B) 1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 1 charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269)
60,Venkata Reddy Gowru,56,"Politician, Ex- M.L.A, 138 Panyam Assembly Constituency, A.P.","Ariculture and Politician, T.D.P.",,Graduate,"B.A From Government Degree College, Nandikotkur, Sri Krishnadevaraya University, Anantapur Year 1990;             		 Details of PAN and status of Income Tax return","Politician, Ex- M.L.A, 138 Panyam Assembly Constituency, A.P.",Pension by virtue of Ex- M.L.A,Agriculture,"93,81,300","14,85,000","2,73,08,300","3,08,00,000","5,03,00,000","8,11,00,000","10,84,08,300","10,57,500","1,91,000","12,48,500",
373,Late Nageswara Rao,50,Business,Business,6,Post Graduate,"M.Sc. (Horticulture) From Acharya NG Ranga University, Rajendra Nagar, Hyderabad, Year-2004;             		 Details of PAN and status of Income Tax return",Business,"Business, Agriculture and Salary from AP Assembly",Business,"63,53,365","1,84,24,00,431","2,67,91,61,088","19,29,09,000","8,59,54,239","27,88,63,239","2,95,80,24,437",,"6,87,20,591","6,87,20,591",1 charges related to Punishment for bribery (IPC Section-171E)1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)1 charges related to Punishment for theft (IPC Section-379)1 charges related to Punishment for criminal intimidation (IPC Section-506) 4 charges related to Punishment for wrongful restraint (IPC Section-341) 3 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 2 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 2 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 2 charges related to Malignant act likely to spread infection of disease dangerous to life (IPC Section-270) 2 charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269) 1 charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Sectio
137,Late Mark Bonela,41,Social Worker and Business,Housewife,2,Graduate Professional,"B.Tech, Andhra University  2009;             		 Details of PAN and status of Income Tax return",Social Worker and Business,Business,Housewife,"1,23,01,616","88,57,800","2,11,59,416","80,00,000",,"80,00,000","2,91,59,416","1,12,38,103","86,17,718","1,98,55,821","1 charges related to Punishment for criminal intimidation (IPC Section-506) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Punishment for house-trespass (IPC Section-448) 1 charges related to Word, gesture or act intended to insult the modesty of a woman (IPC Section-509) 1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34)"
133,Late Appa Rao,49,Agriculture and  Business,Business,2,12th Pass,"Intermediate from Govt Junior Clg, Narsanapeta 1989-1991;             		 Details of PAN and status of Income Tax return",Agriculture and  Business,Agriculture and Business,Business,"2,49,25,003.89","54,52,480","3,49,62,760.89","98,00,000","2,35,69,360","5,78,31,360","7,91,78,166","3,23,00,000",,"3,63,17,000","Cases where Pending Serial No.FIR No.Case No.CourtIPC Sections ApplicableOther Details / Other Acts / Sections Applicable Charges Framed Date on which charges were framedAppeal FiledDetails and present status of appeal 1 CC No. 1678/2023 1st Additional Judicial Magistrate of First Class Srikakulam Section 138, 142 of Negotiable Instruments Act No No 2 CC No. NI/0000214/2020-2023 First Additional Junior Civil Judge Cum IX Additional Metropolitan Magistrate, Rangareddy District at Kukatpally Section 138, 142 of Negotiable Instruments Act No No Cases where Convicted Serial No.Case No.CourtIPC Sections ApplicableOther Details / Other Acts / Sections Applicable Punishment ImposedDate on which convictedAppeal FiledDetails and present status of appeal ---------No Cases-------- Disclaimer: This information is an archive of the candidate's self-declared affidavit that was filed during the elections. The current status of this information may be different. For the latest available information, p"
126,K.E. Krishna Murthy,52,Business,Business,,Post Graduate,"Master of Business Administration (MBA), Institute of Computer and Business Management, Hyderabad in the year 2001;             		 Details of PAN and status of Income Tax return",Business,Business,Business,"3,23,18,090","1,32,14,007","4,55,32,097","19,40,000","5,54,62,940","5,74,02,940","10,29,35,037","1,19,76,800","19,50,000","1,39,26,800",
388,Apparao Vangalapudi,47,Social Services (Politician),Not Known,7,Post Graduate,"M.A. Lit. (Master of Arts, Andhra University, 2009), M.Ed. (Master of Education, Ambedkar University, 2011);             		 Details of PAN and status of Income Tax return",Social Services (Politician),Pension & Business,Not Known,"29,56,194",,"35,64,085","1,06,07,000",,"1,06,07,000","1,41,71,085","1,07,77,871",,"1,07,77,871","1 charges related to House-trespass in order to commit offence punishable with imprisonment (IPC Section-451)1 charges related to House-trespass after preparation for hurt, assault or wrongful restraint (IPC Section-452)1 charges related to Assault or criminal force to woman with intent to outrage her modesty (IPC Section-354)1 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A)1 charges related to Statements conducing to public mischief (IPC Section-505) 3 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 3 charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269) 3 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 2 ch"
462,Venkatarao,49,Business / Self Employed,Business / Self Employed,,Graduate,"B.Sc from Hindu College under Nagarjuna University Passed in 1997;             		 Details of PAN and status of Income Tax return",Business / Self Employed,Business / Professional and Other Income,Business / Professional and Other Income,"1,86,28,200","1,41,44,324","3,48,13,324","8,16,77,630","19,98,76,860","28,15,54,490","31,63,67,814","1,91,57,580",,"1,91,57,580",
351,Venkatarao,44,Agriculture,Software,9,Graduate Professional,"B.Tech B.V.C.Engineering college, Odalarevu, JNTUK Unversity , Academic Year : 1999 - 2003;             		 Details of PAN and status of Income Tax return",Agriculture,Agriculture,Private Employee,"2,19,98,900","47,88,094","2,72,34,339","3,10,71,300","40,00,000","3,50,71,300","6,23,05,639",,"8,61,594","8,61,594",2 charges related to Punishment for wrongful restraint (IPC Section-341) 2 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 2 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188)
269,N Venkata Rangayya,73,Cultivation,Business,17,Graduate,"Bachelor of Arts (B.A) , SKBR College, Amalapuram, 1978;             		 Details of PAN and status of Income Tax return",Cultivation,Salary As MLA & Agricultural Income,Business,"63,04,348","41,40,793","1,04,45,141","1,65,00,000","20,00,000","1,85,00,000","2,89,45,141","17,25,000","74,800","17,99,800",2 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Voluntarily causing hurt to deter public servant from his duty (IPC Section-332)1 charges related to Marrying again during lifetime of husband or wife (IPC Section-494)1 charges related to Punishment for attempting to commit offences punishable with imprisonment for life or other imprisonment (IPC Section-511) 7 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 5 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 5 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 3 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 3 charges related to Punishment for wrongful restraint (IPC Section-341) 3 charges related to Assault or criminal force to deter public servant from discharge of his duty
348,Bode Venkateswara Rao,58,Business Builder,Business,12,10th Pass,"S.S.C (Board of Secondary Education), Andhra Pradesh; Year Of Pass: 1983 From ZPH School, Penamluru.;             		 Details of PAN and status of Income Tax return",Business Builder,"Salary, Rentals, Sri Vaishnavi Constructions & Venkata Krishna Theater, Poranki",Sri Vaishnavi Constructions & Rentals,"3,07,39,181.50","1,03,47,327.28","4,42,91,057.78","31,03,54,449","8,94,04,588","40,22,36,537","44,59,08,296","20,00,722","24,00,722","1,16,68,385",4 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Voluntarily causing hurt to deter public servant from his duty (IPC Section-332)1 charges related to Punishment for robbery (IPC Section-392)1 charges related to Attempt to murder (IPC Section-307) 8 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 7 charges related to Punishment for wrongful restraint (IPC Section-341) 6 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 5 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 5 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 4 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 2 charges related to Attempt to commit suicide (IPC Section-309) 2 charges related to Acts done by sever
2080,Late Panchakarla Pandu Ranga Rao,62,Self Politician,House Wife,,Graduate,"B.A (Bachalor of Arts) - Political Science from Madurai University , Madurai in the year Nov.2011;             		 Details of PAN and status of Income Tax return",Self Politician,Rental Income & Pension Income (as an Ex-MLA),Rental Income,"8,44,50,686","1,27,46,209","9,71,96,895","4,01,95,900","2,33,68,000","6,35,63,900","16,07,60,795","5,01,87,364","2,03,71,955","7,05,59,319",
84,Late S Ramachandra Reddy,49,"Politician, Social Worker & Business",Business and Contractor,10,Graduate,"Bachelor of Arts - S.K University Anantapura 1998;             		 Details of PAN and status of Income Tax return","Politician, Social Worker & Business",Business and share income from M/s Sri Lakshmi Venkateshwara Construction,Business ad share income from M/s lakshmi Venkaehwara Construction,"5,40,82,148","78,04,946","6,28,98,094","71,70,86,140","4,68,90,000","76,39,76,140","82,68,74,243","36,51,89,436","1,02,85,710","37,54,75,146",3 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Punishment for theft (IPC Section-379)1 charges related to Dishonestly receiving stolen property (IPC Section-411)1 charges related to Assault or criminal force to woman with intent to outrage her modesty (IPC Section-354)1 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420) 3 charges related to Punishment for wrongful restraint (IPC Section-341) 3 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 2 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 1 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common ob
