Candidate ID,Father Name as per affidavit,Age,Self Profession,Spouse Profession,Criminal Cases Count,Education Category,Education Details,Self Occupation,Self Source of Income,Spouse Source of Income,Movable Assets (Self),Movable Assets (Spouse),Movable Assets (Total),Immovable Assets (Self),Immovable Assets (Spouse),Immovable Assets (Total),Total Assets,Liabilities (Self),Liabilities (Spouse),Total Liabilities,Criminal Case Details
89,Venkanna,73,Political Service And Cultivation,Housewife,1,Graduate,"Graduate In Commerce From SVKP And Dr.K.S.Raju Arts And Science College, Penugonda Affiliated From Andhra University Visakhapatnam 1974-77;             		 Details of PAN and status of Income Tax return",Political Service And Cultivation,MLA Pension And Agriculture Income,Nil,"2,21,80,183","2,06,71,066","4,28,51,249","8,52,74,000","1,45,80,000","9,98,54,000","14,27,05,249","2,50,00,000","22,70,000","2,72,70,000",1 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 1 charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290) 1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149)
91,Seshagiri Rao (late),52,Business and Agriculture,Business,8,12th Pass,"Gradutation (BE) from B.I.E.T college Thavagiri (Discontinued), Intermediate from Vidwan Junior College Guntur in 1993;             		 Details of PAN and status of Income Tax return",Business and Agriculture,"Business, Agriculture and Salary from AP Assembly","Business , Agriculture","6,38,34,381.13","4,28,62,845.65","15,42,98,061.71","2,90,00,000","6,50,90,000","20,83,78,800","36,33,45,521","4,33,74,12,543.44","2,73,98,85,727",,8 charges related to Punishment for wrongful restraint (IPC Section-341) 8 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 6 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 5 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 4 charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269) 4 charges related to Malignant act likely to spread infection of disease dangerous to life (IPC Section-270) 3 charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290) 1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353)
83,P V Narsimhulu,55,"Doctor: Managing Director, Partha Dental Care India Pvt. Ltd, Partha Cosmetology Pvt Ltd and Independent Director Bharath Electronic Limited",Doctor: Home Maker,3,Post Graduate,"MDS (Master Of Dental Surgery), Pedodontics, Government Dental College, Hyderabad, NTR University Of Health Science, 1997;             		 Details of PAN and status of Income Tax return","Doctor: Managing Director, Partha Dental Care India Pvt. Ltd, Partha Cosmetology Pvt Ltd and Independent Director Bharath Electronic Limited","Rental Income, Directors Remuneration, Interest From Banks","Consultancy Income, Interest From Banks","13,29,88,452","1,37,09,506","17,14,65,196","45,60,00,000","7,12,00,000","60,02,00,000","77,16,65,196","17,98,93,106",,"17,98,93,106",1 charges related to Punishment for undue influence or personation at an election (IPC Section-171F)1 charges related to Illegal payments in connection with an election (IPC Section-171H) 3 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 3 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34)
167,Late Bhuma Venkata Nagi Reddy,38,Business & Cultivation,Business & Cultivation,12,Graduate Professional,"BBM, IIP College , Hyderabad University, 2006-2009;             		 Details of PAN and status of Income Tax return",Business & Cultivation,Business & Cultivation,Business & Cultivation,"6,37,30,801","87,59,457","7,24,90,258","5,15,75,000","35,00,000","5,50,75,000","12,75,65,258","22,00,000","27,61,800","49,61,800",
70,Late Chinna Anjinaiah,57,Agriculture and Ex-Contractor,Agriculture,1,8th Pass,"9th standard pass in ZPHS School,Chippagiri;             		 Details of PAN and status of Income Tax return",Agriculture and Ex-Contractor,Agriculture and Ex-Contractor,Agriculture,"1,15,17,359","36,61,467","1,51,78,826","6,45,00,000","45,00,000","6,90,00,000","8,64,78,826","84,18,709",,"84,18,709",1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188)
86,Late Krishna Rao,57,Cultivation and Business,"House hold activities, Cultivation and Business",15,Graduate Professional,"B.E. (Civil) Gulbharga University, Karnataka State Passed in 1990;             		 Details of PAN and status of Income Tax return",Cultivation and Business,Cultivation and Business,Cultivation and Business,"4,21,12,788","1,99,61,507","7,38,10,128","2,07,45,000","2,34,33,200","4,41,78,200","11,79,87,628","14,65,241","24,87,510","1,01,63,320","5 charges related to Punishment for criminal intimidation (IPC Section-506)2 charges related to Punishment for theft (IPC Section-379)1 charges related to Causing death by negligence (IPC Section-304A)1 charges related to Causing disappearance of evidence of offence, or giving false information to screen offender (IPC Section-201) 7 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 5 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 4 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 4 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 2 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 2 charges related to Rioting, armed with deadly weapon (IPC Section-148) 2 charges related to Punishment for Rioting (IPC Secti"
54,Subba Rao,57,"Advocate, Agriculture and Aquaculture","Private Teacher,Business and Aquaculture",3,Post Graduate,"Master of Arts (M.A) In 1993 From  Bachelor of Law(B.L) Andhra University,Visakhapatnam In 1996;             		 Details of PAN and status of Income Tax return","Advocate, Agriculture and Aquaculture",Agriculture and Aquaculture,Salary Aquaculture and Business,"25,42,758","24,66,289","54,90,237","19,15,000","5,05,72,600","5,24,87,600","5,79,77,837","8,08,836","1,14,61,688","1,26,08,748",2 charges related to Punishment for wrongful restraint (IPC Section-341) 2 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 1 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188)
391,Konathala Venkata Rao,69,Politician,Deceased,,Post Graduate,"M.Com, A.M.AL College Anakapalle (A.U);             		 Details of PAN and status of Income Tax return",Politician,Pension,Deceased,"1,20,77,938",,"2,69,74,116","58,97,53,200",,"61,23,81,200","63,95,36,271",,,,
184,Chinnarappa.D,50,Business and Agriculturist,Business and Agriculturist,1,Others,"Diploma in Mechanical Engineering at Vasavi Polytechnic College in Banaganapalli Kurnool District Passed in the Year 1995;             		 Details of PAN and status of Income Tax return",Business and Agriculturist,"Agriculture, Business, Salary, Rent","Salary, Rent, Business, Agriculture","14,71,25,714","4,15,53,570","19,39,42,255","23,14,60,000","10,16,00,000","33,75,60,000","53,11,36,363","3,82,29,117","1,33,65,136","5,15,94,253","1 charges related to Attempt to murder (IPC Section-307)1 charges related to Punishment for murder (IPC Section-302) 1 charges related to Punishment for Rioting (IPC Section-147) 1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 1 charges related to Punishment of criminal conspiracy (IPC Section-120B) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149)"
2332,Moola Reddy,60,Business,House Wife,32,Graduate Professional,"Bachelor of Engineering (Civil) 1986 SRKR Engineering College, Bhimavaram ;             		 Details of PAN and status of Income Tax return",Business,Monthly Pension As Ex.MLA,Nil,"1,15,69,431.65","92,74,107","2,08,43,538.65","1,50,00,000",,"1,50,00,000","3,58,43,539","2,16,91,926","2,30,75,737","4,47,67,663","2 charges related to Punishment for criminal intimidation (IPC Section-506)2 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A)2 charges related to Section 505(2) (IPC Section-505(2))1 charges related to Voluntarily causing hurt to deter public servant from his duty (IPC Section-332)1 charges related to Abetment of suicide (IPC Section-306) 11 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 10 charges related to Punishment for wrongful restraint (IPC Section-341) 7 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 7 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 4 charges related to Assault or criminal force to deter public servant from discharge of his dut"
171,Bojjanna,59,Retired Teacher,HouseWife,1,Post Graduate,"M.A in Sociology  and T.T.C Andhra University;             		 Details of PAN and status of Income Tax return",Retired Teacher,Pension and Cultivation,NA,"16,40,000","5,50,049","21,90,049",,"10,00,000","10,00,000","32,00,049","1,76,716",,"1,76,716","1 charges related to Punishment for criminal intimidation (IPC Section-506) 1 charges related to Punishment for wrongful restraint (IPC Section-341) 1 charges related to Punishment for voluntarily causing hurt (IPC Section-323) 1 charges related to Word, gesture or act intended to insult the modesty of a woman (IPC Section-509) 1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34)"
172,Anam Venkata Reddy,73,Agriculturist,House Wife,1,Graduate Professional,"Bachelor of Laws from Andhra Pradesh College, Vizag State of AP In 1976, Bachelor of Commerce from V.R. Collage, Nellore SV University In 1973;             		 Details of PAN and status of Income Tax return",Agriculturist,Agriculturist,No Income,"43,40,203","32,84,222","77,39,403","2,40,00,000","9,70,00,000","25,50,00,000","26,27,39,405",,,"29,58,891",1 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 1 charges related to Punishment for wrongful restraint (IPC Section-341) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149)
2662,Mandali Venkata Krishnarao,70,Agriculture,House Wife,,Graduate,"B.A. from New Government College Hyderabad Usmania University Year 1977;             		 Details of PAN and status of Income Tax return",Agriculture,Agriculture and pension as Ex.M.L.A,Agriculture,"13,48,126","19,48,409","32,96,535","1,10,96,000","49,68,000","1,60,64,000","1,93,56,036","45,91,987","13,41,987","59,33,974",
187,Lare Dr. Gunthoti Venkata Subbaiah,53,"Doctor, Gynecologist","Doctor, Orthopedic Surgeon but demised on 28-3-2021",,Graduate Professional,"MBBS DGO from Kurnool Medical College, Kurnool in 1999;             		 Details of PAN and status of Income Tax return","Doctor, Gynecologist",Medical Profession,Nil,"1,40,75,594",,"1,40,75,594","52,00,000",,"52,00,000","1,92,75,594",,,,
158,Late Sri B.C.Gurreddy,66,Business & Politician,"Business, Employee, Politician",9,Graduate,"B.A (Bachelor of Arts), (Economics, Public Administration, Political Science) From Centre for Distance Education Acharya Nagarjuna University at Nagarjuna Nagar, Year-2017;             		 Details of PAN and status of Income Ta",Business & Politician,"Business, Bank Interest, Pension Income","Salary, Business, Bank Interest","52,26,90,240","5,89,65,909","58,16,56,149","90,29,62,896","3,50,35,173","93,79,98,069","1,51,91,70,359","16,95,47,300","6,40,62,404","23,36,09,704","1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)1 charges related to Attempt to murder (IPC Section-307) 3 charges related to Punishment for wrongful restraint (IPC Section-341) 3 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 2 charges related to Punishment for criminal trespass (IPC Section-447) 2 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Punishment for Rioting (IPC Section-147) 1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149)"
59,Vegesana Krishnam Raju,57,Business,"House wife, Business",9,10th Pass,"Secondary School Certificate, Govt. Junior College, Pittalavanipalem, Guntur District, Board of Secondary Education, A.P, Hyderabad, 1985;             		 Details of PAN and status of Income Tax return",Business,Business Income and Salary Income,Business Income and Salary Iand Interest Income,"82,43,32,625","11,29,11,532","93,72,44,157","22,59,43,294","1,87,40,225","24,46,83,519","1,09,48,41,878","25,93,45,632","1,42,82,900","27,36,28,532","1 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Statements conducing to public mischief (IPC Section-505) 3 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 2 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Punishment for wrongful restraint (IPC Section-341) 1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 1 charges related to Punishment for Rioting (IPC Section-147) 1 charges related to Punishment of abetment if the act abetted is committed in consequence, and where no express provision is made for its punishment (IPC Section-109)"
2098,Venkatramayya,71,Business,House Wife,,12th Pass,"Intermediate (studied) From Hindu College,Machilipatnam Krishna District, Year-1970-72;             		 Details of PAN and status of Income Tax return",Business,Business,Profit from the Rice Mill Income from Shares and Agriculture Income,"2,30,61,677","1,29,96,895","5,20,58,572","24,31,15,000","10,53,50,000","34,84,65,000","40,05,23,572","9,56,910","66,030","24,06,664",
29,Late China Rosaiah,66,Engaged in Politics and Public Services,Business,3,Graduate Professional,"B.Law from Andhra University in 1985, B.Com From Andhra University in 1982;             		 Details of PAN and status of Income Tax return",Engaged in Politics and Public Services,"MLA Salary, LIC Pension, Other Income (Bank Interest, Dividend etc.), Agricultural Income","Other Income (Bank Interest, Dividend etc.), Agricultural Income","7,78,92,251.07","3,81,27,808.62","11,60,20,059.69","8,64,04,890","4,06,82,260","12,70,87,150","24,41,07,210","75,09,654.43","85,80,571",,"1 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A)1 charges related to Punishment for bribery (IPC Section-171E)1 charges related to Punishment for attempting to commit offences punishable with imprisonment for life or other imprisonment (IPC Section-511)1 charges related to Voluntarily causing hurt to deter public servant from his duty (IPC Section-332)1 charges related to Attempt to murder (IPC Section-307) 2 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Negligent conduct with respect to fire or combustible matter (IPC Section-285) 1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 1 charges related to Punishment for Rioting (IPC Section-147) 1 charges related to Rioting, armed with deadly weapon (IPC Section-14"
192,Late R.V.G.K. Ranga Rao,45,Agriculture,Home maker,1,12th Pass,"Intermediate-St.Michaels Academy-Chennai-1997-1998;             		 Details of PAN and status of Income Tax return",Agriculture,Cultivation,Home maker,"3,19,53,154","89,11,116","4,45,24,558","17,00,90,000","76,26,000","17,77,16,000","21,50,38,558","5,70,00,000",,"5,70,00,000",1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188)
94,Late   Nagarajanaidu,54,Business and Agriculture,Business And Agriculture,31,10th Pass,"Loyal Boarding Scgool - Vinnukonda (Guntur) SSC - 1987;             		 Details of PAN and status of Income Tax return",Business and Agriculture,Business And Agriculture,Business And Agriculture,"2,15,06,277","2,19,18,083","4,44,20,520","1,25,00,000","11,63,35,000","13,24,85,000","17,32,75,908","48,18,18,383","5,97,64,648","54,91,24,556",4 charges related to Punishment for criminal intimidation (IPC Section-506)2 charges related to Attempt to murder (IPC Section-307)1 charges related to Abetment of offence punishable with death or imprisonment for life (IPC Section-115)1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324) 25 charges related to Punishment for wrongful restraint (IPC Section-341) 24 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 19 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 19 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 14 charges related to Malignant act likely to spread infection of disease dangerous to life (IPC Section-270) 14 charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269) 11 charges related to Disobedience to quarantine rule
1089,Late Surapu Naidu,73,Cultivation and Political,Cultivation and Business,2,Graduate Professional,"B.A.,B.L., Andhra University, 1980;             		 Details of PAN and status of Income Tax return",Cultivation and Political,Agriculture and Pensioner,Agriculture and Business,"40,42,250.86","2,91,57,082.27","3,45,88,893.13","4,43,99,400","18,22,51,000","22,66,50,400","26,12,39,293",,,,1 charges related to Attempt to murder (IPC Section-307)1 charges related to Voluntarily causing grievous hurt by dangerous weapons or means (IPC Section-326)1 charges related to Punishment for criminal intimidation (IPC Section-506) 2 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 1 charges related to Punishment for wrongful restraint (IPC Section-341) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 1 charges related to Criminal intimidation (IPC Section-503) 1 charges related to Punishment for voluntarily causing hurt (IPC Section-323) 1 charges related to Punishment of criminal conspiracy (IPC Section-120B)
312,Subbarao,67,Business,Business,13,Graduate,"Graduate Degree in Commerce- B.Com from VRS & YRN College, Chirala in 1978-1981;             		 Details of PAN and status of Income Tax return",Business,Business,Business,"32,33,25,557","23,37,53,736","75,56,88,163","4,90,78,567","10,60,42,160","19,21,94,127","94,78,82,298","23,18,76,838","13,18,32,655","40,74,78,809","4 charges related to Punishment for criminal intimidation (IPC Section-506)2 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420)1 charges related to Mischief by destroying or moving, etc., a land- mark fixed by public authority Mischief by fire or explosive substance with intent to cause damage to amount of one hundred or (in case of agricultural produce) ten rupees (IPC Section-435)1 charges related to Voluntarily causing hurt to deter public servant from his duty (IPC Section-332) 8 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 7 charges related to Punishment for wrongful restraint (IPC Section-341) 6 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 5 charges related to Punishment of criminal conspiracy (IPC Section-120B) 5 charges related to Punishment for Being member of an unlawful assembly (IP"
194,Raja Ratnam,46,VIATRIS- Senior Manager (I.T),GEP - Business Analyst (Software),,Post Graduate,"Master of Computer Application (M.C.A) from Osmania University in 2002-2003;             		 Details of PAN and status of Income Tax return",VIATRIS- Senior Manager (I.T),Job,Job,"6,34,17,000","43,22,733","6,77,39,733","50,00,000","89,00,000","1,39,00,000","5,52,88,733",,,,
197,Pedda Kondaiah,65,"Business,Agriculture & Service","Business,Agriculture & Service",8,Graduate,"Bachelor of Commerce from VMRF Deemed University, Salem, Tamilnadu, SALC.E.F High School, Board of Secondary Education, April, 1978, Vakadu, Nellore Dist. Government Junior College, Narsipatnam, Board of Intermediate Education, 1981.","Business,Agriculture & Service","Business,Rental & Agriculture","Business,Rental & Agriculture","67,83,064","78,86,532","1,46,69,596","11,82,81,880","7,65,35,660","19,48,17,540","20,94,87,105","5,74,85,431","1,44,81,626","7,19,67,057",1 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420) 3 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 3 charges related to Punishment for wrongful restraint (IPC Section-341) 3 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 1 charges related to Using as true a certificate known to be false (IPC Section-198) 1 charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188)
34,Gurajala Chennakeshavulu Naidu,43,Business and Social Service Activities,Business and Social Service Activities,1,5th Pass,"6th Std, Passed, Kings English Medium High School, Chittoor, Year - 1995;             		 Details of PAN and status of Income Tax return",Business and Social Service Activities,"Business, Rental Income & Salary",Business & Rental Income,"5,14,61,909","12,45,18,894","17,59,80,803","87,82,56,700","52,95,46,280","1,40,78,02,980","1,42,49,37,883","18,33,89,588","20,32,72,490","38,66,62,078",1 charges related to Punishment for criminal intimidation (IPC Section-506) 1 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504) 1 charges related to Punishment of criminal conspiracy (IPC Section-120B) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 1 charges related to Punishment for criminal trespass (IPC Section-447)
200,Late Kalidindi Suryanarayana Raju,59,Agriculture & Business,House wife,1,Graduate Professional,"B.A., B.L. from Andhra University 1992;             		 Details of PAN and status of Income Tax return",Agriculture & Business,Agriculture & Business,Agriculture & Business,"34,16,660","1,14,43,514","1,48,60,174","17,70,00,000","13,65,00,000","31,35,00,000","32,83,16,000","3,87,16,000","35,24,000","4,22,40,000","1 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Causing disappearance of evidence of offence, or giving false information to screen offender (IPC Section-201) 1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 1 charges related to Punishment for wrongful Confinement (IPC Section-342) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149)"
4,Subba Reddy,46,"Doctor, Agriculturalist, Engaged in Politics and Public Service",House wife,,Graduate Professional,"M.B.B.S. Sri Ramachandra Medical College, Chennai - 2004.;             		 Details of PAN and status of Income Tax return","Doctor, Agriculturalist, Engaged in Politics and Public Service","M.L.A. Pension, Agricultural Income & Business.",Agriculturalist,"7,21,84,157","3,44,70,823","12,16,54,980","26,00,60,000","3,03,76,000","29,04,36,000","41,20,90,980","20,00,000","90,00,000","1,10,00,000",
201,Kesavarao,57,"Cultivation, Politician & Public Service",House Wife & Business,90,12th Pass,"Intermediate From Sir Cattamanchi Ramalinga Reddy (C.R.R) College, Eluru, Board of Intermediate Education In 1984-86 ;             		 Details of PAN and status of Income Tax return","Cultivation, Politician & Public Service",Cultivation & MLA Pension,Business,"34,93,884","2,15,17,183","3,02,16,222","41,85,19,800","7,12,89,500","50,82,81,300","53,84,97,529","77,34,471","1,04,45,990","1,81,80,461",
315,Y Nagaraja Rao,54,Social Service & BJP Natonal Secretary,Not Applicable,,Post Graduate,Master of Business Administration with Specialization in Human Resource Management from Institute of Technology and Management Chennai India in Association with southern New Hampshire University USA 2013,Social Service & BJP Natonal Secretary,Business & Rental Income,Not Applicable,"3,14,76,647",,"5,16,60,434","4,92,55,525",,"5,10,70,525","11,04,34,959","2,14,55,924",,"2,14,55,924",
159,Late Kotla Vijaya Bhaskar Reddy,74,Former Union Minister of State for Railways & Agriculturist,Former MLA & Home Maker,1,Graduate,"Bachelor of Arts-B.A, Nizam College of Hyderabad, Osmania University, 1972-73;             		 Details of PAN and status of Income Tax return",Former Union Minister of State for Railways & Agriculturist,Agriculture & Pension as Former MP,Pension as Former MLA,"86,75,421","60,77,239","1,47,52,660","20,28,58,245",,"20,28,58,245","21,76,10,905","73,74,848","21,15,253","94,90,101",1 charges related to Punishment for bribery (IPC Section-171E) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34)
316,Srihari Rao,60,Aqua Culture & Business,House Wife,2,Graduate,"B.Com, Andhra University Sir CRR Degree College Eluru 1987;             		 Details of PAN and status of Income Tax return",Aqua Culture & Business,Business & Rents,Rents,"1,39,87,570","1,41,44,937","3,16,82,706","3,23,00,000","55,00,000","3,78,00,000","6,94,82,708","54,49,421","31,85,758","86,35,179",1 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420)1 charges related to Forgery for purpose of cheating (IPC Section-468) 1 charges related to Using as genuine a forged document or electronic record (IPC Section-471) 1 charges related to Punishment of criminal conspiracy (IPC Section-120B)
1033,LATE NADUKUDITI APPALA KONDA,55,Business,Business,4,Post Graduate,"Master of Commerce at Andhra University , Visakhapatnam (October-1995);             		 Details of PAN and status of Income Tax return",Business,"Business, Rent , Interest on Savings Bank","Business, Rent , Interest on Savings Bank","8,56,69,376","2,93,57,003","11,50,26,379","18,11,95,421","7,85,05,310","25,97,00,731","37,47,26,651","5,61,24,934","1,09,90,871","6,71,15,805","2 charges related to Attempt to murder (IPC Section-307)2 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)1 charges related to Punishment for voluntarily causing grievous hurt (IPC Section-325) 4 charges related to Punishment for Rioting (IPC Section-147) 2 charges related to Punishment for criminal trespass (IPC Section-447) 2 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 1 charges related to Punishment of abetment if the act abetted is committed in consequence, and where no express provision is made for its punishment (IPC Section-109) 1 charges related to Mischief causing damage to the amount of fifty rupees (IP"
97,Kondapalli Kondala Rao,43,"Social Service, Politics and Business","Agriculture , Business",1,Post Graduate,"Master of Science in Computer Science Ball State University USA.;             		 Details of PAN and status of Income Tax return","Social Service, Politics and Business","Rental Income, Business, Agricultural Income","Rental Income, Business, Agricultural Income","2,42,75,395","1,08,01,106","3,50,76,501","2,65,00,000","9,42,00,000","12,07,00,000","15,57,76,501","1,19,85,138","29,90,349","1,49,75,487",1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188)
454,Palla Simhachalam,57,Civil Consultancy,Asst Professor Department of CS & SE (AUCE) Andhra University,3,Post Graduate,"Master of Business Administration No 93548126, Sep 1995 Andhra University Visakhapatnam Andhra Pradesh; Master of Technology in Structural Engineering No 975848 Dec 1998, Andhra University Visakhapatnam Andhra Pradesh",Civil Consultancy,Pension Income from AP Legislature (MC) Secretariat,Salary Income from Andhra University,"14,91,399","61,34,930","80,58,095","7,13,28,000","6,59,68,000","33,53,52,717","34,34,10,812","1,44,64,742","89,57,379","2,34,22,121",3 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 2 charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Disobedience to quarantine rule (IPC Section-271) 1 charges related to Act endangering life or personal safety of others (IPC Section-336) 1 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 1 charges related to Danger or obstruction in public way or line of navigation (IPC Section-283) 1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353)
318,Late V Prakasam,52,Medical Profession,Business,5,Doctorate,"Doctor of Philosophy in Zoology Dharwad Karnataka University 2000;             		 Details of PAN and status of Income Tax return",Medical Profession,Medical Professional,Business,"75,39,67,414","14,44,34,927","89,84,06,579","1,24,06,00,000","91,34,00,000","2,15,40,00,000","3,05,98,49,060",,,,"2 charges related to Punishment for robbery (IPC Section-392)2 charges related to Robbery, or dacoity, with attempt to cause death or grievous hurt (IPC Section-397)1 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420)1 charges related to Voyeurism (IPC Section-354C)1 charges related to Stalking (IPC Section-354D)1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)1 charges related to Attempt to murder (IPC Section-307) 3 charges related to Punishment for wrongful restraint (IPC Section-341) 2 charges related to Act endangering life or personal safety of others (IPC Section-336) 1 charges related to Punishment of abetment if the act abetted is committed in consequence, and where no express provision is made for its punishment (IPC Section-109)"
